Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification,Revenue_USD,Vehicle_Age,Price_Range,Mileage_Range
X6,2017,Europe,Grey,Hybrid,Manual,3.8,144225,102587,5118,Low,525040266,7,Luxury,High
7 Series,2017,Middle East,Grey,Electric,Automatic,2.5,115933,85506,5354,Low,457799124,7,Premium,High
X5,2023,North America,Black,Hybrid,Automatic,2.1,121430,94108,589,Low,55429612,1,Premium,High
I3,2016,Africa,Red,Electric,Manual,2.1,7587,34587,6690,Low,231387030,8,Mid-Range,Low
3 Series,2015,South America,Black,Electric,Automatic,3.2,42776,111621,5268,Low,588019428,9,Luxury,Low
X6,2013,Europe,Silver,Hybrid,Manual,3.5,80117,36404,1645,Low,59884580,11,Mid-Range,Medium
3 Series,2010,South America,Grey,Hybrid,Automatic,4.7,181023,45050,7864,High,354273200,14,Mid-Range,Very High
7 Series,2024,Africa,Red,Petrol,Automatic,3.4,59798,88667,4322,Low,383218774,0,Premium,Medium
I3,2024,Africa,White,Electric,Manual,3.9,199592,95346,678,Low,64644588,0,Premium,Very High
X3,2018,South America,Black,Petrol,Manual,2.1,22991,79484,8080,High,642230720,6,Premium,Low
7 Series,2024,Europe,Silver,Electric,Automatic,4.0,99551,80322,1493,Low,119920746,0,Premium,Medium
M3,2010,Middle East,Blue,Petrol,Automatic,3.8,108842,118065,9988,High,1179233220,14,Luxury,High
7 Series,2013,Middle East,Grey,Electric,Manual,2.3,141257,113713,514,Low,58448482,11,Luxury,High
7 Series,2012,South America,Red,Diesel,Automatic,3.8,9272,101533,2954,Low,299928482,12,Luxury,Low
X5,2016,Africa,Black,Diesel,Automatic,2.2,174753,54097,8918,High,482437046,8,Mid-Range,Very High
X1,2014,Asia,Grey,Diesel,Manual,3.6,13624,107690,6957,Low,749199330,10,Luxury,Low
7 Series,2014,North America,Blue,Diesel,Manual,3.8,179192,33844,4532,Low,153381008,10,Mid-Range,Very High
M5,2013,North America,Black,Petrol,Manual,3.9,145307,52077,2484,Low,129359268,11,Mid-Range,High
X1,2010,Europe,Black,Hybrid,Manual,4.7,33767,117904,9953,High,1173498512,14,Luxury,Low
7 Series,2014,Asia,Blue,Diesel,Automatic,4.8,14465,102329,7686,High,786500694,10,Luxury,Low
3 Series,2013,South America,Red,Electric,Manual,4.3,139938,92849,4620,Low,428962380,11,Premium,High
X6,2023,Asia,Silver,Hybrid,Automatic,4.6,24623,95893,3649,Low,349913557,1,Premium,Low
I8,2019,Middle East,Blue,Hybrid,Manual,1.6,183558,45051,5427,Low,244491777,5,Mid-Range,Very High
I3,2022,Middle East,Blue,Hybrid,Automatic,2.8,37324,45218,6542,Low,295816156,2,Mid-Range,Low
X1,2017,South America,Grey,Electric,Automatic,1.6,101442,100767,3809,Low,383821503,7,Luxury,High
X1,2011,Europe,Silver,Diesel,Automatic,2.3,128728,52781,6138,Low,323969778,13,Mid-Range,High
I8,2017,Asia,Grey,Diesel,Manual,2.8,66886,95413,9590,High,915010670,7,Premium,Medium
X6,2010,Asia,Black,Diesel,Automatic,4.5,35261,70707,1834,Low,129676638,14,Premium,Low
X6,2022,South America,Silver,Diesel,Manual,3.3,57579,81913,1348,Low,110418724,2,Premium,Medium
X1,2013,South America,Red,Hybrid,Automatic,3.8,79509,90147,3564,Low,321283908,11,Premium,Medium
X6,2012,Africa,Blue,Petrol,Automatic,2.8,28827,87097,6815,Low,593566055,12,Premium,Low
X6,2014,Middle East,Blue,Hybrid,Automatic,3.6,126724,51188,3436,Low,175881968,10,Mid-Range,High
X5,2022,South America,Grey,Petrol,Automatic,4.4,132161,99112,9304,High,922138048,2,Premium,High
3 Series,2014,Middle East,Red,Petrol,Manual,2.6,41007,42259,683,Low,28862897,10,Mid-Range,Low
I3,2014,South America,Black,Petrol,Manual,4.8,105911,62309,894,Low,55704246,10,Premium,High
I8,2021,Europe,Black,Diesel,Manual,2.2,5655,30585,2362,Low,72241770,3,Mid-Range,Low
3 Series,2013,Asia,Grey,Hybrid,Automatic,4.7,134815,112740,7384,High,832472160,11,Luxury,High
I8,2017,Asia,Blue,Hybrid,Automatic,1.6,38741,49431,4816,Low,238059696,7,Mid-Range,Low
X3,2012,South America,Grey,Electric,Manual,3.4,156649,116615,8624,High,1005687760,12,Luxury,Very High
I3,2021,Asia,Grey,Electric,Manual,4.9,99314,60427,8997,High,543661719,3,Premium,Medium
X5,2013,North America,Blue,Hybrid,Manual,3.6,48726,31220,1629,Low,50857380,11,Mid-Range,Low
M5,2010,North America,Blue,Diesel,Automatic,3.4,186285,99175,3847,Low,381526225,14,Premium,Very High
I8,2016,Middle East,Silver,Hybrid,Automatic,3.9,461,53108,9699,High,515094492,8,Mid-Range,Low
X5,2010,North America,Blue,Diesel,Automatic,2.5,97678,107474,5100,Low,548117400,14,Luxury,Medium
I8,2024,Middle East,Blue,Electric,Automatic,1.7,110506,72717,3888,Low,282723696,0,Premium,High
7 Series,2011,North America,Silver,Diesel,Automatic,2.4,128958,65185,9295,High,605894575,13,Premium,High
X3,2020,Europe,Blue,Diesel,Automatic,2.1,14397,80720,5262,Low,424748640,4,Premium,Low
I8,2016,Europe,Blue,Hybrid,Automatic,4.7,115397,116941,9315,High,1089305415,8,Luxury,High
I3,2010,Asia,Blue,Petrol,Manual,4.5,6805,110544,5802,Low,641376288,14,Luxury,Low
I3,2020,Middle East,Grey,Diesel,Automatic,2.6,6635,77594,5323,Low,413032862,4,Premium,Low
X1,2012,Europe,Blue,Diesel,Automatic,4.4,161239,37485,2336,Low,87564960,12,Mid-Range,Very High
5 Series,2022,Asia,Grey,Diesel,Manual,2.2,87629,115435,474,Low,54716190,2,Luxury,Medium
I8,2015,Africa,Black,Electric,Automatic,2.2,179224,100038,925,Low,92535150,9,Luxury,Very High
I8,2015,North America,Black,Electric,Automatic,4.2,103868,80786,3321,Low,268290306,9,Premium,High
7 Series,2015,Africa,Silver,Diesel,Manual,2.6,136869,76391,368,Low,28111888,9,Premium,High
X5,2020,Europe,Black,Electric,Manual,1.7,17229,102106,3520,Low,359413120,4,Luxury,Low
M5,2022,South America,Red,Petrol,Automatic,4.0,138324,71720,5933,Low,425514760,2,Premium,High
I3,2011,North America,Red,Petrol,Automatic,5.0,13776,58554,5096,Low,298391184,13,Mid-Range,Low
M3,2011,South America,Red,Diesel,Manual,3.5,85453,61763,4383,Low,270707229,13,Premium,Medium
5 Series,2015,Middle East,Blue,Hybrid,Manual,2.4,77408,98038,1010,Low,99018380,9,Premium,Medium
X3,2019,Middle East,Silver,Petrol,Manual,2.8,174521,47861,4401,Low,210636261,5,Mid-Range,Very High
X6,2014,South America,White,Electric,Manual,3.8,195568,39948,3517,Low,140497116,10,Mid-Range,Very High
X1,2023,Middle East,Black,Petrol,Automatic,4.0,178409,56475,3753,Low,211950675,1,Mid-Range,Very High
M5,2016,Middle East,Red,Petrol,Automatic,4.6,100305,119431,4621,Low,551890651,8,Luxury,High
M3,2016,Asia,Blue,Diesel,Automatic,4.7,60810,52421,7315,High,383459615,8,Mid-Range,Medium
X1,2014,Asia,Red,Hybrid,Automatic,4.5,148971,63896,8708,High,556406368,10,Premium,High
I8,2017,South America,White,Hybrid,Manual,3.8,24796,104935,1196,Low,125502260,7,Luxury,Low
5 Series,2019,Asia,Grey,Hybrid,Manual,3.1,72644,31365,8220,High,257820300,5,Mid-Range,Medium
I3,2015,North America,Blue,Diesel,Manual,3.9,9047,68447,5823,Low,398566881,9,Premium,Low
I8,2024,Asia,Grey,Petrol,Automatic,3.8,145289,89796,6562,Low,589241352,0,Premium,High
M5,2014,Europe,White,Hybrid,Automatic,2.3,170241,47940,4187,Low,200724780,10,Mid-Range,Very High
5 Series,2013,South America,Black,Electric,Automatic,3.3,106015,44711,9692,High,433339012,11,Mid-Range,High
3 Series,2016,Africa,White,Diesel,Manual,2.2,105920,33765,7250,High,244796250,8,Mid-Range,High
I3,2013,Middle East,Grey,Petrol,Manual,4.6,121951,115306,4257,Low,490857642,11,Luxury,High
M5,2014,Asia,White,Electric,Manual,2.6,134927,116789,9759,High,1139743851,10,Luxury,High
X6,2014,Africa,Red,Petrol,Manual,4.3,137636,101704,7634,High,776408336,10,Luxury,High
M3,2010,Middle East,Red,Electric,Manual,2.8,86326,57551,7397,High,425704747,14,Mid-Range,Medium
X1,2024,Europe,Red,Petrol,Automatic,4.2,58422,50598,2078,Low,105142644,0,Mid-Range,Medium
X6,2010,Middle East,White,Electric,Automatic,2.3,159959,109932,7628,High,838561296,14,Luxury,Very High
I3,2012,Africa,Grey,Diesel,Automatic,4.2,101045,39533,7735,High,305787755,12,Mid-Range,High
M5,2024,North America,Grey,Hybrid,Automatic,2.1,79186,97912,5121,Low,501407352,0,Premium,Medium
7 Series,2023,Asia,Black,Hybrid,Manual,3.2,96507,103240,2925,Low,301977000,1,Luxury,Medium
X5,2020,South America,Blue,Diesel,Manual,1.9,89383,57224,7979,High,456590296,4,Mid-Range,Medium
3 Series,2012,South America,Grey,Electric,Manual,3.3,130176,60384,4271,Low,257900064,12,Premium,High
I8,2011,North America,White,Electric,Manual,4.4,163594,109206,117,Low,12777102,13,Luxury,Very High
X5,2021,North America,Black,Petrol,Automatic,4.1,114930,94170,5780,Low,544302600,3,Premium,High
M5,2011,South America,Grey,Electric,Manual,1.7,69863,68182,7826,High,533592332,13,Premium,Medium
X5,2015,South America,Black,Petrol,Manual,3.2,103506,92701,1729,Low,160280029,9,Premium,High
I3,2022,Africa,Silver,Electric,Automatic,4.5,133140,95322,5409,Low,515596698,2,Premium,High
7 Series,2010,South America,Silver,Petrol,Automatic,3.8,66102,95723,8702,High,832981546,14,Premium,Medium
X5,2015,Europe,Blue,Hybrid,Automatic,1.7,78739,36061,6839,Low,246621179,9,Mid-Range,Medium
I8,2014,Europe,Black,Diesel,Automatic,2.6,11217,107613,9942,High,1069888446,10,Luxury,Low
X1,2015,South America,Black,Electric,Manual,3.4,194529,104166,2078,Low,216456948,9,Luxury,Very High
M5,2014,Europe,Grey,Petrol,Automatic,2.1,33302,88579,1614,Low,142966506,10,Premium,Low
M3,2016,Middle East,Red,Diesel,Manual,3.9,123145,106502,191,Low,20341882,8,Luxury,High
X1,2010,Europe,Black,Electric,Automatic,3.7,1021,109468,9939,High,1088002452,14,Luxury,Low
I3,2022,Europe,Black,Petrol,Automatic,2.2,133617,87771,4740,Low,416034540,2,Premium,High
M5,2012,Asia,Silver,Electric,Automatic,3.4,113583,94026,477,Low,44850402,12,Premium,High
7 Series,2015,Africa,Grey,Diesel,Automatic,4.3,17252,88644,6281,Low,556772964,9,Premium,Low
X6,2010,South America,Black,Electric,Manual,2.8,7340,49186,3520,Low,173134720,14,Mid-Range,Low
5 Series,2022,Middle East,Silver,Electric,Manual,2.4,80316,46872,8792,High,412098624,2,Mid-Range,Medium
M3,2020,Middle East,Red,Electric,Automatic,4.0,16191,81499,9357,High,762586143,4,Premium,Low
M5,2020,Africa,Blue,Electric,Automatic,1.7,105980,32440,7013,High,227501720,4,Mid-Range,High
7 Series,2016,Middle East,Grey,Electric,Automatic,4.4,143274,91349,2378,Low,217227922,8,Premium,High
3 Series,2013,South America,White,Petrol,Automatic,4.8,139627,50062,6991,Low,349983442,11,Mid-Range,High
I8,2012,South America,White,Electric,Manual,4.9,120895,109702,1439,Low,157861178,12,Luxury,High
7 Series,2019,South America,Silver,Diesel,Manual,3.0,162859,64891,7861,High,510108151,5,Premium,Very High
X3,2018,North America,Grey,Electric,Automatic,3.7,141422,56365,1113,Low,62734245,6,Mid-Range,High
I3,2010,Middle East,Silver,Hybrid,Manual,4.5,197525,40727,5655,Low,230311185,14,Mid-Range,Very High
I3,2017,North America,Red,Hybrid,Automatic,2.3,3728,72113,6922,Low,499166186,7,Premium,Low
7 Series,2010,Asia,Red,Petrol,Automatic,1.6,33065,51596,5814,Low,299979144,14,Mid-Range,Low
5 Series,2022,Africa,Blue,Electric,Manual,2.8,151487,110502,8578,High,947886156,2,Luxury,Very High
7 Series,2023,North America,Grey,Hybrid,Automatic,4.6,45299,103874,9220,High,957718280,1,Luxury,Low
7 Series,2014,Middle East,Red,Hybrid,Manual,3.3,46259,75965,3172,Low,240960980,10,Premium,Low
X6,2019,North America,Red,Petrol,Automatic,3.4,26809,35695,7101,High,253470195,5,Mid-Range,Low
I8,2017,Africa,Blue,Electric,Automatic,3.9,157461,114021,2458,Low,280263618,7,Luxury,Very High
X1,2015,Europe,Red,Diesel,Automatic,3.5,71113,41926,9811,High,411335986,9,Mid-Range,Medium
M3,2016,Asia,White,Petrol,Automatic,1.7,144177,46411,4666,Low,216553726,8,Mid-Range,High
X3,2020,Middle East,Silver,Electric,Automatic,3.5,182957,97762,6247,Low,610719214,4,Premium,Very High
X3,2017,Africa,Grey,Diesel,Automatic,3.8,94028,91559,772,Low,70683548,7,Premium,Medium
M3,2022,Africa,Blue,Electric,Automatic,3.7,182442,108345,8358,High,905547510,2,Luxury,Very High
M3,2015,Asia,Black,Diesel,Automatic,4.0,93858,96891,9561,High,926374851,9,Premium,Medium
X3,2020,Europe,Red,Electric,Manual,3.3,99641,88054,6910,Low,608453140,4,Premium,Medium
3 Series,2015,Asia,Silver,Petrol,Automatic,4.7,171677,37831,8291,High,313656821,9,Mid-Range,Very High
3 Series,2020,Asia,Grey,Electric,Automatic,3.1,86448,49268,3627,Low,178695036,4,Mid-Range,Medium
X5,2015,Asia,Silver,Petrol,Automatic,3.3,189893,45020,1699,Low,76488980,9,Mid-Range,Very High
I3,2014,Asia,Blue,Hybrid,Automatic,4.2,11647,115078,6026,Low,693460028,10,Luxury,Low
M5,2017,Europe,Silver,Diesel,Manual,4.4,193381,48695,7158,High,348558810,7,Mid-Range,Very High
5 Series,2022,South America,White,Petrol,Manual,3.8,185043,94673,1500,Low,142009500,2,Premium,Very High
3 Series,2011,Middle East,Blue,Electric,Manual,1.9,137894,117397,7860,High,922740420,13,Luxury,High
M5,2016,Africa,Silver,Diesel,Manual,2.7,59781,30561,635,Low,19406235,8,Mid-Range,Medium
I3,2024,Europe,Blue,Petrol,Manual,1.6,106244,79837,7007,High,559417859,0,Premium,High
M5,2013,Asia,White,Electric,Automatic,2.5,38790,119217,8333,High,993435261,11,Luxury,Low
X1,2010,Africa,Grey,Electric,Automatic,3.5,114766,81881,6498,Low,532062738,14,Premium,High
3 Series,2022,Middle East,Red,Diesel,Automatic,4.3,75857,100081,584,Low,58447304,2,Luxury,Medium
X1,2014,Asia,Grey,Electric,Automatic,3.5,40676,61548,2333,Low,143591484,10,Premium,Low
X3,2012,Africa,Grey,Petrol,Automatic,1.6,33002,58147,2960,Low,172115120,12,Mid-Range,Low
7 Series,2013,Middle East,Grey,Petrol,Manual,2.4,26266,82220,3524,Low,289743280,11,Premium,Low
X3,2016,North America,Red,Electric,Manual,3.5,70550,47582,677,Low,32213014,8,Mid-Range,Medium
I3,2014,North America,White,Hybrid,Automatic,4.0,26844,116371,415,Low,48293965,10,Luxury,Low
X1,2023,Europe,Red,Petrol,Automatic,4.5,67031,99180,1292,Low,128140560,1,Premium,Medium
M3,2024,Europe,Grey,Petrol,Automatic,4.9,182488,62135,1345,Low,83571575,0,Premium,Very High
3 Series,2013,Asia,Silver,Hybrid,Automatic,4.6,144813,101405,6095,Low,618063475,11,Luxury,High
X1,2010,Middle East,Blue,Hybrid,Automatic,3.1,28180,57132,5120,Low,292515840,14,Mid-Range,Low
X5,2015,Africa,Silver,Electric,Manual,4.1,22055,59363,4150,Low,246356450,9,Mid-Range,Low
X1,2020,Asia,Black,Petrol,Automatic,2.3,41775,106385,9181,High,976720685,4,Luxury,Low
I8,2019,Asia,Silver,Petrol,Manual,1.7,119216,44094,1265,Low,55778910,5,Mid-Range,High
3 Series,2015,North America,Red,Electric,Manual,1.7,104313,37807,5664,Low,214138848,9,Mid-Range,High
X6,2016,North America,White,Diesel,Manual,2.3,195241,63209,7770,High,491133930,8,Premium,Very High
3 Series,2010,Middle East,Grey,Diesel,Manual,1.6,158547,33955,2904,Low,98605320,14,Mid-Range,Very High
X5,2023,Middle East,Red,Petrol,Manual,4.5,40129,35700,6546,Low,233692200,1,Mid-Range,Low
I8,2013,Europe,White,Electric,Manual,3.2,120046,117308,6904,Low,809894432,11,Luxury,High
I8,2021,Middle East,Black,Petrol,Manual,4.3,21180,71615,8769,High,627991935,3,Premium,Low
X3,2018,Asia,Black,Electric,Manual,4.8,61070,42930,9636,High,413673480,6,Mid-Range,Medium
M3,2024,Europe,Grey,Electric,Manual,5.0,4377,98026,3531,Low,346129806,0,Premium,Low
M3,2021,Europe,Red,Diesel,Manual,4.8,42370,88727,5362,Low,475754174,3,Premium,Low
M3,2023,South America,Blue,Diesel,Manual,4.0,177553,54878,4748,Low,260560744,1,Mid-Range,Very High
X3,2019,Europe,Black,Electric,Manual,3.0,146963,79349,3537,Low,280657413,5,Premium,High
I8,2015,South America,Red,Petrol,Manual,3.6,61399,108630,1275,Low,138503250,9,Luxury,Medium
I8,2011,Europe,Blue,Petrol,Manual,4.4,45114,51298,1341,Low,68790618,13,Mid-Range,Low
M3,2013,North America,Grey,Petrol,Automatic,4.6,20968,83632,8961,High,749426352,11,Premium,Low
X1,2015,Europe,Blue,Hybrid,Automatic,4.8,32982,48839,7990,High,390223610,9,Mid-Range,Low
3 Series,2013,Africa,White,Diesel,Manual,4.1,108529,78268,5430,Low,424995240,11,Premium,High
7 Series,2024,Asia,White,Diesel,Manual,3.4,30822,55757,5009,Low,279286813,0,Mid-Range,Low
X1,2019,Asia,Red,Petrol,Manual,4.9,41609,74629,9333,High,696512457,5,Premium,Low
I3,2016,North America,Black,Electric,Manual,4.9,46675,87523,8120,High,710686760,8,Premium,Low
3 Series,2021,Africa,Blue,Electric,Manual,3.2,88048,80939,8988,High,727479732,3,Premium,Medium
M5,2022,South America,White,Petrol,Automatic,3.8,61359,108208,7618,High,824328544,2,Luxury,Medium
7 Series,2012,Europe,White,Diesel,Automatic,4.3,35097,64332,4992,Low,321145344,12,Premium,Low
X6,2015,Middle East,White,Diesel,Manual,3.0,85936,104073,1565,Low,162874245,9,Luxury,Medium
M5,2022,Asia,Blue,Electric,Manual,4.4,90069,119159,4773,Low,568745907,2,Luxury,Medium
X6,2024,South America,Black,Petrol,Automatic,1.9,44171,97556,1369,Low,133554164,0,Premium,Low
X6,2021,Europe,Blue,Hybrid,Automatic,3.2,80198,57633,4680,Low,269722440,3,Mid-Range,Medium
M3,2013,Africa,Grey,Hybrid,Automatic,3.2,59836,38829,678,Low,26326062,11,Mid-Range,Medium
M5,2012,Africa,Blue,Petrol,Manual,3.9,62816,103281,9574,High,988812294,12,Luxury,Medium
X3,2021,South America,Grey,Petrol,Automatic,1.9,173419,67092,6509,Low,436701828,3,Premium,Very High
M3,2012,North America,Silver,Hybrid,Manual,1.9,14781,45505,3755,Low,170871275,12,Mid-Range,Low
M5,2023,Asia,Blue,Diesel,Automatic,4.7,50705,43117,9672,High,417027624,1,Mid-Range,Medium
X6,2011,Europe,White,Petrol,Manual,2.6,66296,69612,8288,High,576944256,13,Premium,Medium
3 Series,2020,Asia,Grey,Diesel,Automatic,2.6,151343,65629,290,Low,19032410,4,Premium,Very High
I3,2012,Asia,Grey,Electric,Manual,4.2,113534,105251,3835,Low,403637585,12,Luxury,High
X3,2022,Africa,Red,Petrol,Manual,3.0,18859,55820,2686,Low,149932520,2,Mid-Range,Low
I8,2021,Africa,Grey,Electric,Manual,4.4,156201,58679,2479,Low,145465241,3,Mid-Range,Very High
I8,2023,Africa,Black,Petrol,Manual,2.9,132042,31161,2929,Low,91270569,1,Mid-Range,High
3 Series,2019,Africa,Red,Petrol,Manual,4.2,93603,103363,9775,High,1010373325,5,Luxury,Medium
M3,2010,Africa,Black,Diesel,Manual,3.3,56201,45442,5704,Low,259201168,14,Mid-Range,Medium
X1,2024,Africa,Silver,Petrol,Manual,4.8,53221,46889,7000,High,328223000,0,Mid-Range,Medium
I3,2012,Europe,Black,Petrol,Manual,2.6,149860,112424,2359,Low,265208216,12,Luxury,High
I3,2018,Europe,White,Petrol,Automatic,2.8,184488,112234,1206,Low,135354204,6,Luxury,Very High
M5,2013,South America,Black,Electric,Manual,4.9,82398,77634,5030,Low,390499020,11,Premium,Medium
3 Series,2024,Middle East,Blue,Electric,Automatic,4.1,170114,108850,5149,Low,560468650,0,Luxury,Very High
I8,2012,South America,Red,Petrol,Automatic,4.2,41591,115561,7686,High,888201846,12,Luxury,Low
X5,2017,Middle East,White,Electric,Automatic,2.5,170159,52336,8082,High,422979552,7,Mid-Range,Very High
M3,2010,North America,Black,Petrol,Manual,3.4,60464,80911,4120,Low,333353320,14,Premium,Medium
M3,2014,North America,White,Petrol,Manual,2.6,63910,102182,8758,High,894909956,10,Luxury,Medium
M5,2010,Middle East,White,Petrol,Manual,2.4,100071,35853,2330,Low,83537490,14,Mid-Range,High
I8,2016,Asia,Black,Electric,Automatic,3.4,146170,42454,5471,Low,232265834,8,Mid-Range,High
X3,2014,Europe,Grey,Petrol,Manual,5.0,196074,66460,6312,Low,419495520,10,Premium,Very High
X6,2024,Asia,Grey,Diesel,Automatic,2.3,129995,107301,6263,Low,672026163,0,Luxury,High
X5,2011,South America,White,Diesel,Manual,2.3,32911,37039,2346,Low,86893494,13,Mid-Range,Low
7 Series,2021,North America,Blue,Electric,Automatic,2.4,70556,116422,2276,Low,264976472,3,Luxury,Medium
M3,2023,Asia,Red,Electric,Automatic,4.3,177520,116729,1657,Low,193419953,1,Luxury,Very High
X3,2010,Asia,Red,Hybrid,Automatic,3.3,117440,117887,3008,Low,354604096,14,Luxury,High
7 Series,2020,Africa,White,Hybrid,Manual,2.8,143963,80816,2802,Low,226446432,4,Premium,High
7 Series,2024,South America,Silver,Electric,Manual,4.5,90412,100534,1937,Low,194734358,0,Luxury,Medium
3 Series,2016,South America,Red,Petrol,Manual,2.5,134587,86972,8828,High,767788816,8,Premium,High
I3,2021,Middle East,White,Hybrid,Manual,2.9,144117,104804,3079,Low,322691516,3,Luxury,High
7 Series,2010,Asia,Blue,Diesel,Automatic,1.8,63079,117612,6453,Low,758950236,14,Luxury,Medium
7 Series,2012,Africa,Black,Diesel,Manual,1.9,70489,48339,6110,Low,295351290,12,Mid-Range,Medium
X6,2020,Europe,Black,Diesel,Automatic,2.0,22805,111149,6449,Low,716799901,4,Luxury,Low
I3,2024,South America,Blue,Hybrid,Automatic,2.7,149400,105411,7310,High,770554410,0,Luxury,High
X1,2015,Middle East,Grey,Hybrid,Manual,3.3,185175,78073,3205,Low,250223965,9,Premium,Very High
I8,2024,Europe,Grey,Hybrid,Manual,1.5,167174,79343,6833,Low,542150719,0,Premium,Very High
M3,2015,Asia,Grey,Petrol,Manual,2.2,186260,118704,373,Low,44276592,9,Luxury,Very High
M5,2024,Europe,Red,Hybrid,Manual,2.1,168000,105884,717,Low,75918828,0,Luxury,Very High
X6,2016,Asia,Grey,Diesel,Automatic,2.4,154497,80171,1063,Low,85221773,8,Premium,Very High
